#nch:  1024 id=     1      E in detector (MeV)                                             
#      x          content      error    
  0.199951E+01 0.269000E+03 0.164012E+02
  0.200830E+01 0.304000E+03 0.174356E+02
  0.201709E+01 0.407000E+03 0.201742E+02
  0.202588E+01 0.443000E+03 0.210476E+02
  0.203467E+01 0.385000E+03 0.196214E+02
  0.204346E+01 0.273000E+03 0.165227E+02
  0.205225E+01 0.310000E+03 0.176068E+02
  0.206104E+01 0.387000E+03 0.196723E+02
  0.206982E+01 0.419000E+03 0.204695E+02
  0.207861E+01 0.324000E+03 0.180000E+02
  0.208740E+01 0.271000E+03 0.164621E+02
  0.209619E+01 0.398000E+03 0.199499E+02
  0.210498E+01 0.415000E+03 0.203715E+02
  0.211377E+01 0.425000E+03 0.206155E+02
  0.212256E+01 0.365000E+03 0.191050E+02
  0.213135E+01 0.314000E+03 0.177200E+02
  0.214014E+01 0.359000E+03 0.189473E+02
  0.214893E+01 0.363000E+03 0.190526E+02
  0.215771E+01 0.492000E+03 0.221811E+02
  0.216650E+01 0.373000E+03 0.193132E+02
  0.217529E+01 0.426000E+03 0.206398E+02
  0.218408E+01 0.390000E+03 0.197484E+02
  0.219287E+01 0.477000E+03 0.218403E+02
  0.220166E+01 0.542000E+03 0.232809E+02
  0.221045E+01 0.445000E+03 0.210950E+02
  0.221924E+01 0.399000E+03 0.199750E+02
  0.222803E+01 0.538000E+03 0.231948E+02
  0.223682E+01 0.506000E+03 0.224944E+02
  0.224561E+01 0.451000E+03 0.212368E+02
  0.225439E+01 0.495000E+03 0.222486E+02
  0.226318E+01 0.493000E+03 0.222036E+02
  0.227197E+01 0.422000E+03 0.205426E+02
  0.228076E+01 0.485000E+03 0.220227E+02
  0.228955E+01 0.668000E+03 0.258457E+02
  0.229834E+01 0.445000E+03 0.210950E+02
  0.230713E+01 0.560000E+03 0.236643E+02
  0.231592E+01 0.562000E+03 0.237065E+02
  0.232471E+01 0.625000E+03 0.250000E+02
  0.233350E+01 0.665000E+03 0.257876E+02
  0.234229E+01 0.602000E+03 0.245357E+02
  0.235107E+01 0.555000E+03 0.235584E+02
  0.235986E+01 0.579000E+03 0.240624E+02
  0.236865E+01 0.653000E+03 0.255539E+02
  0.237744E+01 0.414000E+03 0.203470E+02
  0.238623E+01 0.389000E+03 0.197231E+02
  0.239502E+01 0.415000E+03 0.203715E+02
  0.240381E+01 0.418000E+03 0.204450E+02
  0.241260E+01 0.478000E+03 0.218632E+02
  0.242139E+01 0.549000E+03 0.234307E+02
  0.243018E+01 0.469000E+03 0.216564E+02
  0.243896E+01 0.438000E+03 0.209284E+02
  0.244775E+01 0.500000E+03 0.223607E+02
  0.245654E+01 0.754000E+03 0.274591E+02
  0.246533E+01 0.692000E+03 0.263059E+02
  0.247412E+01 0.555000E+03 0.235584E+02
  0.248291E+01 0.419000E+03 0.204695E+02
  0.249170E+01 0.570000E+03 0.238747E+02
  0.250049E+01 0.748000E+03 0.273496E+02
  0.250928E+01 0.552000E+03 0.234947E+02
  0.251807E+01 0.375000E+03 0.193649E+02
  0.252686E+01 0.422000E+03 0.205426E+02
  0.253564E+01 0.485000E+03 0.220227E+02
  0.254443E+01 0.579000E+03 0.240624E+02
  0.255322E+01 0.645000E+03 0.253969E+02
  0.256201E+01 0.511000E+03 0.226053E+02
  0.257080E+01 0.416000E+03 0.203961E+02
  0.257959E+01 0.388000E+03 0.196977E+02
  0.258838E+01 0.684000E+03 0.261534E+02
  0.259717E+01 0.486000E+03 0.220454E+02
  0.260596E+01 0.437000E+03 0.209045E+02
  0.261475E+01 0.521000E+03 0.228254E+02
  0.262354E+01 0.600000E+03 0.244949E+02
  0.263232E+01 0.542000E+03 0.232809E+02
